,Label
8066,7
8067,0
8068,7
8069,0
8070,0
8071,0
8072,0
8073,4
8074,0
8075,4
8076,0
8077,0
8078,0
8079,9
8080,0
8081,0
8082,0
8083,5
8084,0
8085,8
8086,0
8087,3
8088,0
8089,0
8090,0
8091,0
8092,0
8093,5
8094,0
8095,8
8096,0
8097,0
8098,0
8099,0
8100,0
8101,0
8102,0
8103,0
8104,0
8105,0
8106,3
8107,0
8108,0
8109,8
8110,0
8111,7
8112,1
8113,3
8114,0
8115,0
8116,0
8117,0
8118,0
8119,0
8120,0
8121,0
8122,0
8123,2
8124,0
8125,0
8126,8
8127,0
8128,0
8129,0
8130,0
8131,0
8132,0
8133,0
8134,0
8135,0
8136,0
8137,0
8138,0
8139,0
8140,0
8141,0
8142,0
8143,8
8144,4
8145,0
8146,0
8147,8
8148,0
8149,0
8150,0
8151,8
8152,0
8153,0
8154,0
8155,0
8156,0
8157,7
8158,0
8159,0
8160,1
8161,0
8162,7
8163,0
8164,0
8165,0
8166,7
8167,0
8168,0
8169,4
8170,0
8171,8
8172,0
8173,0
8174,7
8175,0
8176,0
8177,0
8178,4
8179,0
8180,4
8181,5
8182,0
8183,3
8184,8
8185,4
8186,0
8187,4
8188,4
8189,7
8190,0
8191,0
8192,0
8193,0
8194,1
8195,0
8196,2
8197,0
8198,0
8199,0
8200,0
8201,0
8202,0
8203,0
8204,0
8205,0
8206,3
8207,0
8208,0
8209,3
8210,4
8211,0
8212,1
8213,0
8214,8
8215,1
8216,7
8217,0
8218,0
8219,0
8220,0
8221,0
8222,0
8223,0
8224,9
8225,0
8226,0
8227,4
8228,0
8229,6
8230,7
8231,8
8232,0
8233,0
8234,7
8235,0
8236,4
8237,4
8238,4
8239,0
8240,0
8241,0
8242,0
8243,0
8244,0
8245,0
8246,0
8247,0
8248,0
8249,0
8250,0
8251,0
8252,4
8253,0
8254,0
8255,0
8256,7
8257,0
8258,0
8259,0
8260,1
8261,0
8262,0
8263,2
8264,0
8265,0
8266,0
8267,0
8268,0
8269,8
8270,0
8271,0
8272,0
8273,0
8274,3
8275,0
8276,0
8277,0
8278,0
8279,0
8280,4
8281,0
8282,0
8283,2
8284,0
8285,7
8286,0
8287,0
8288,0
8289,0
8290,0
8291,0
8292,0
8293,0
8294,1
8295,8
8296,0
8297,0
8298,8
8299,1
8300,0
8301,0
8302,1
8303,7
8304,0
8305,7
8306,0
8307,0
8308,0
8309,1
8310,0
8311,0
8312,0
8313,0
8314,0
8315,0
8316,0
8317,0
8318,0
8319,0
8320,3
8321,0
8322,0
8323,1
8324,7
8325,8
8326,8
8327,0
8328,9
8329,8
8330,0
8331,0
8332,0
8333,7
8334,8
8335,1
8336,8
8337,0
8338,0
8339,0
8340,8
8341,0
8342,0
8343,1
8344,3
8345,0
8346,7
8347,4
8348,0
8349,0
8350,2
8351,8
8352,4
8353,0
8354,7
8355,0
8356,0
8357,0
8358,0
8359,0
8360,0
8361,0
8362,0
8363,0
8364,0
8365,0
8366,0
8367,1
8368,5
8369,0
8370,0
8371,5
8372,0
8373,7
8374,0
8375,0
8376,1
8377,0
8378,1
8379,1
8380,0
8381,0
8382,4
8383,0
8384,0
8385,0
8386,0
8387,0
8388,0
8389,0
8390,7
8391,0
8392,2
8393,0
8394,0
8395,0
8396,0
8397,0
8398,0
8399,0
8400,0
8401,0
8402,0
8403,0
8404,0
8405,3
8406,0
8407,0
8408,2
8409,9
8410,4
8411,4
8412,0
8413,0
8414,0
8415,0
8416,0
8417,0
8418,4
8419,0
8420,0
8421,0
8422,0
8423,0
8424,0
8425,0
8426,4
8427,0
8428,4
8429,0
8430,0
8431,0
8432,0
8433,9
8434,0
8435,0
8436,0
8437,0
8438,2
8439,4
8440,0
8441,8
8442,0
8443,0
8444,4
8445,0
8446,4
8447,0
8448,0
8449,0
8450,0
8451,8
8452,0
8453,0
8454,0
8455,0
8456,7
8457,0
8458,0
8459,9
8460,8
8461,1
8462,0
8463,0
8464,0
8465,0
8466,4
8467,8
8468,0
8469,0
8470,4
8471,8
8472,1
8473,7
8474,0
8475,0
8476,0
8477,2
8478,7
8479,0
8480,0
8481,0
8482,0
8483,0
8484,0
8485,8
8486,0
8487,4
8488,0
8489,5
8490,0
8491,0
8492,0
8493,0
8494,2
8495,8
8496,0
8497,0
8498,0
8499,0
8500,7
8501,0
8502,4
8503,0
8504,0
8505,9
8506,0
8507,0
8508,0
8509,4
8510,0
8511,7
8512,8
8513,0
8514,4
8515,3
8516,0
8517,1
8518,7
8519,0
8520,7
8521,8
8522,0
8523,0
8524,8
8525,0
8526,0
8527,7
8528,0
8529,0
8530,0
8531,0
8532,0
8533,4
8534,2
8535,0
8536,4
8537,0
8538,0
8539,0
8540,0
8541,0
8542,0
8543,0
8544,1
8545,0
8546,0
8547,0
8548,8
8549,0
8550,0
8551,1
8552,0
8553,9
8554,6
8555,0
8556,0
8557,1
8558,0
8559,7
8560,0
8561,4
8562,0
8563,7
8564,1
8565,4
8566,0
8567,0
8568,0
8569,0
8570,0
8571,0
8572,0
8573,0
8574,1
8575,0
8576,0
8577,0
8578,0
8579,8
8580,0
8581,5
8582,0
8583,0
8584,0
8585,9
8586,0
8587,0
8588,0
8589,0
8590,0
8591,9
8592,0
8593,0
8594,0
8595,0
8596,0
8597,0
8598,0
8599,0
8600,7
8601,0
8602,0
8603,0
8604,0
8605,0
8606,7
8607,6
8608,4
8609,0
8610,0
8611,0
8612,0
8613,0
8614,4
8615,0
8616,4
8617,0
8618,8
8619,0
8620,8
8621,0
8622,7
8623,0
8624,0
8625,7
8626,0
8627,0
8628,3
8629,9
8630,0
8631,0
8632,0
8633,0
8634,0
8635,8
8636,0
8637,0
8638,4
8639,0
8640,8
8641,0
8642,1
8643,7
8644,0
8645,7
8646,0
8647,7
8648,0
8649,0
8650,0
8651,0
8652,0
8653,4
8654,0
8655,8
8656,2
8657,0
8658,0
8659,0
8660,9
8661,0
8662,0
8663,1
8664,8
8665,0
8666,4
8667,0
8668,0
8669,1
8670,7
8671,3
8672,1
8673,0
8674,0
8675,0
8676,0
8677,8
8678,0
8679,7
8680,0
8681,0
8682,7
8683,0
8684,7
8685,7
8686,0
8687,7
8688,2
8689,7
8690,0
8691,7
8692,7
8693,0
8694,0
8695,0
8696,0
8697,8
8698,1
8699,0
8700,7
8701,0
8702,1
8703,9
8704,9
8705,0
8706,0
8707,0
8708,0
8709,8
8710,0
8711,8
8712,0
8713,0
8714,0
8715,0
8716,0
8717,0
8718,3
8719,0
8720,0
8721,1
8722,0
8723,0
8724,0
8725,0
8726,0
8727,0
8728,0
8729,0
8730,0
8731,7
8732,0
8733,0
8734,0
8735,0
8736,0
8737,0
8738,0
8739,4
8740,0
8741,8
8742,0
8743,0
8744,4
8745,0
8746,7
8747,0
8748,0
8749,0
8750,1
8751,0
8752,7
8753,0
8754,8
8755,0
8756,0
8757,0
8758,0
8759,0
8760,1
8761,2
8762,0
8763,0
8764,2
8765,0
8766,0
8767,0
8768,8
8769,1
8770,7
8771,0
8772,0
8773,8
8774,0
8775,0
8776,0
8777,0
8778,7
8779,0
8780,0
8781,0
8782,0
8783,3
8784,0
8785,0
8786,0
8787,0
8788,4
8789,8
8790,7
8791,0
8792,0
8793,0
8794,0
8795,0
8796,0
8797,0
8798,0
8799,0
8800,0
8801,7
8802,0
8803,0
8804,0
8805,0
8806,9
8807,0
8808,0
8809,7
8810,0
8811,8
8812,4
8813,0
8814,7
8815,0
8816,8
8817,0
8818,7
8819,9
8820,1
8821,2
8822,1
8823,0
8824,0
8825,0
8826,8
8827,0
8828,0
8829,0
8830,0
8831,9
8832,9
8833,0
8834,0
8835,0
8836,0
8837,1
8838,0
8839,0
8840,2
8841,0
8842,7
8843,0
8844,4
8845,0
8846,0
8847,0
8848,0
8849,0
8850,0
8851,0
8852,0
8853,0
8854,0
8855,5
8856,0
8857,0
8858,0
8859,7
8860,8
8861,0
8862,7
8863,0
8864,8
8865,0
8866,0
8867,7
8868,0
8869,7
8870,0
8871,2
8872,0
8873,0
8874,0
8875,4
8876,9
8877,2
8878,0
8879,0
8880,0
8881,0
8882,0
8883,0
8884,0
8885,7
8886,0
8887,0
8888,0
8889,4
8890,0
8891,0
8892,0
8893,1
8894,0
8895,7
8896,0
8897,3
8898,0
8899,0
8900,0
8901,0
8902,0
8903,0
8904,8
8905,0
8906,0
8907,1
8908,1
8909,8
8910,1
8911,0
8912,0
8913,0
8914,0
8915,0
8916,0
8917,0
8918,0
8919,7
8920,0
8921,0
8922,0
8923,7
8924,0
8925,0
8926,0
8927,0
8928,9
8929,0
8930,7
8931,0
8932,0
8933,0
8934,4
8935,7
8936,0
8937,0
8938,0
8939,8
8940,0
8941,7
8942,0
8943,7
8944,0
8945,0
8946,4
8947,0
8948,8
8949,0
8950,0
8951,0
8952,7
8953,0
8954,0
8955,4
8956,0
8957,0
8958,0
8959,4
8960,0
8961,0
8962,0
8963,0
8964,0
8965,2
8966,0
8967,0
8968,1
8969,0
8970,1
8971,0
8972,2
8973,0
8974,7
8975,0
8976,2
8977,0
8978,0
8979,4
8980,0
8981,0
8982,0
8983,0
8984,0
8985,0
8986,0
8987,1
8988,7
8989,0
8990,0
8991,1
8992,0
8993,9
8994,0
8995,5
8996,0
8997,0
8998,0
8999,0
9000,7
9001,0
9002,0
9003,8
9004,0
9005,7
9006,0
9007,0
9008,0
9009,0
9010,9
9011,8
9012,3
9013,7
9014,0
9015,7
9016,0
9017,1
9018,0
9019,0
9020,0
9021,0
9022,0
9023,0
9024,9
9025,0
9026,0
9027,0
9028,0
9029,0
9030,0
9031,0
9032,0
9033,0
9034,8
9035,0
9036,0
9037,8
9038,7
9039,0
9040,0
9041,7
9042,0
9043,8
9044,0
9045,0
9046,7
9047,4
9048,0
9049,0
9050,7
9051,0
9052,0
9053,1
9054,0
9055,7
9056,1
9057,1
9058,1
9059,7
9060,0
9061,0
9062,0
9063,0
9064,9
9065,7
9066,0
9067,0
9068,0
9069,4
9070,0
9071,0
9072,8
9073,0
9074,0
9075,8
9076,8
9077,0
9078,0
9079,6
9080,7
9081,8
9082,0
9083,0
9084,0
9085,0
9086,8
9087,7
9088,0
9089,7
9090,0
9091,0
9092,0
9093,0
9094,0
9095,0
9096,0
9097,7
9098,0
9099,0
9100,1
9101,5
9102,0
9103,0
9104,0
9105,9
9106,8
9107,8
9108,0
9109,0
9110,8
9111,0
9112,0
9113,0
9114,0
9115,2
9116,0
9117,0
9118,0
9119,0
9120,0
9121,7
9122,0
9123,0
9124,0
9125,4
9126,0
9127,0
9128,0
9129,4
9130,0
9131,0
9132,7
9133,0
9134,0
9135,4
9136,0
9137,0
9138,0
9139,0
9140,4
9141,0
9142,0
9143,7
9144,5
9145,0
9146,4
9147,2
9148,2
9149,0
9150,0
9151,0
9152,0
9153,0
9154,0
9155,0
9156,0
9157,0
9158,5
9159,0
9160,7
9161,0
9162,0
9163,0
9164,0
9165,9
9166,0
9167,5
9168,0
9169,0
9170,8
9171,0
9172,9
9173,9
9174,7
9175,0
9176,4
9177,0
9178,0
9179,0
9180,0
9181,0
9182,4
9183,4
9184,0
9185,0
9186,0
9187,7
9188,1
9189,3
9190,0
9191,8
9192,7
9193,8
9194,0
9195,0
9196,0
9197,7
9198,0
9199,0
9200,0
9201,0
9202,4
9203,0
9204,0
9205,0
9206,0
9207,0
9208,1
9209,0
9210,8
9211,0
9212,0
9213,0
9214,8
9215,8
9216,4
9217,0
9218,0
9219,4
9220,0
9221,7
9222,0
9223,7
9224,0
9225,0
9226,0
9227,4
9228,0
9229,7
9230,4
9231,4
9232,0
9233,0
9234,0
9235,0
9236,0
9237,0
9238,0
9239,7
9240,0
9241,0
9242,8
9243,9
9244,0
9245,0
9246,0
9247,7
9248,0
9249,0
9250,0
9251,2
9252,0
9253,7
9254,0
9255,0
9256,4
9257,0
9258,1
9259,0
9260,7
9261,7
9262,0
9263,7
9264,0
9265,4
9266,8
9267,0
9268,2
9269,0
9270,7
9271,7
9272,7
9273,0
9274,0
9275,0
9276,0
9277,0
9278,0
9279,0
9280,9
9281,0
9282,0
9283,3
9284,0
9285,0
9286,0
9287,0
9288,9
9289,0
9290,4
9291,4
9292,0
9293,4
9294,0
9295,2
9296,0
9297,1
9298,0
9299,0
9300,0
9301,2
9302,0
9303,9
9304,0
9305,0
9306,0
9307,7
9308,0
9309,7
9310,0
9311,0
9312,0
9313,0
9314,7
9315,0
9316,1
9317,8
9318,0
9319,1
9320,1
9321,0
9322,0
9323,3
9324,1
9325,0
9326,0
9327,0
9328,1
9329,0
9330,8
9331,1
9332,0
9333,0
9334,3
9335,9
9336,0
9337,0
9338,0
9339,0
9340,9
9341,0
9342,3
9343,0
9344,0
9345,4
9346,2
9347,4
9348,7
9349,0
9350,0
9351,7
9352,0
9353,0
9354,4
9355,0
9356,0
9357,0
9358,8
9359,7
9360,0
9361,0
9362,0
9363,0
9364,8
9365,4
9366,2
9367,0
9368,0
9369,0
9370,0
9371,4
9372,0
9373,0
9374,0
9375,0
9376,7
9377,0
9378,0
9379,1
9380,0
9381,0
9382,0
9383,0
9384,1
9385,0
9386,8
9387,0
9388,9
9389,4
9390,4
9391,0
9392,0
9393,0
9394,8
9395,1
9396,1
9397,0
9398,8
9399,0
9400,7
9401,0
9402,0
9403,2
9404,0
9405,0
9406,8
9407,0
9408,0
9409,7
9410,2
9411,0
9412,4
9413,0
9414,0
9415,0
9416,0
9417,0
9418,0
9419,4
9420,8
9421,1
9422,0
9423,0
9424,0
9425,0
9426,4
9427,4
9428,0
9429,0
9430,0
9431,0
9432,0
9433,4
9434,0
9435,0
9436,0
9437,0
9438,2
9439,0
9440,7
9441,8
9442,0
9443,4
9444,0
9445,0
9446,0
9447,4
9448,4
9449,0
9450,0
9451,0
9452,0
9453,9
9454,8
9455,0
9456,0
9457,0
9458,8
9459,7
9460,1
9461,0
9462,0
9463,0
9464,7
9465,4
9466,0
9467,5
9468,1
9469,7
9470,4
9471,0
9472,0
9473,0
9474,8
9475,0
9476,1
9477,4
9478,0
9479,0
9480,0
9481,8
9482,0
9483,0
9484,0
9485,0
9486,0
9487,0
9488,0
9489,8
9490,8
9491,0
9492,1
9493,7
9494,0
9495,8
9496,8
9497,0
9498,0
9499,7
9500,0
9501,4
9502,0
9503,0
9504,0
9505,0
9506,0
9507,9
9508,1
9509,0
9510,0
9511,7
9512,7
9513,0
9514,0
9515,0
9516,0
9517,0
9518,0
9519,0
9520,7
9521,0
9522,4
9523,0
9524,5
9525,0
9526,0
9527,0
9528,0
9529,0
9530,0
9531,0
9532,4
9533,0
9534,7
9535,0
9536,0
9537,8
9538,0
9539,1
9540,1
9541,0
9542,0
9543,0
9544,0
9545,7
9546,0
9547,0
9548,4
9549,8
9550,7
9551,0
9552,1
9553,0
9554,7
9555,0
9556,0
9557,4
9558,0
9559,0
9560,0
9561,7
9562,0
9563,1
9564,0
9565,4
9566,0
9567,0
9568,0
9569,0
9570,0
9571,0
9572,0
9573,0
9574,4
9575,0
9576,0
9577,0
9578,0
9579,0
9580,3
9581,0
9582,0
9583,0
9584,0
9585,0
9586,0
9587,0
9588,3
9589,2
9590,0
9591,7
9592,0
9593,0
9594,0
9595,8
9596,0
9597,8
9598,0
9599,9
9600,8
9601,0
9602,9
9603,0
9604,0
9605,0
9606,0
9607,0
9608,0
9609,0
9610,0
9611,8
9612,0
9613,0
9614,0
9615,0
9616,0
9617,0
9618,0
9619,1
9620,4
9621,0
9622,0
9623,0
9624,0
9625,7
9626,9
9627,0
9628,0
9629,0
9630,0
9631,0
9632,0
9633,3
9634,0
9635,0
9636,0
9637,4
9638,0
9639,0
9640,9
9641,0
9642,0
9643,7
9644,0
9645,0
9646,0
9647,1
9648,0
9649,0
9650,5
9651,9
9652,0
9653,0
9654,0
9655,0
9656,7
9657,0
9658,0
9659,0
9660,8
9661,0
9662,4
9663,0
9664,0
9665,8
9666,7
9667,0
9668,0
9669,7
9670,0
9671,0
9672,0
9673,0
9674,0
9675,0
9676,7
9677,7
9678,0
9679,5
9680,0
9681,7
9682,4
9683,7
9684,0
9685,4
9686,1
9687,0
9688,0
9689,0
9690,2
9691,0
9692,0
9693,0
9694,0
9695,0
9696,0
9697,0
9698,0
9699,0
9700,0
9701,0
9702,0
9703,0
9704,8
9705,0
9706,7
9707,0
9708,0
9709,0
9710,2
9711,0
9712,0
9713,0
9714,0
9715,0
9716,0
9717,8
9718,0
9719,0
9720,0
9721,0
9722,0
9723,4
9724,0
9725,0
9726,1
9727,7
9728,0
9729,4
9730,0
9731,0
9732,0
9733,0
9734,0
9735,0
9736,9
9737,7
9738,0
9739,0
9740,7
9741,0
9742,0
9743,0
9744,0
9745,7
9746,8
9747,7
9748,2
9749,0
9750,0
9751,0
9752,0
9753,8
9754,8
9755,0
9756,0
9757,0
9758,2
9759,8
9760,1
9761,7
9762,0
9763,7
9764,1
9765,8
9766,0
9767,0
9768,3
9769,8
9770,0
9771,0
9772,0
9773,0
9774,0
9775,8
9776,0
9777,1
9778,7
9779,0
9780,0
9781,0
9782,0
9783,0
9784,0
9785,5
9786,0
9787,1
9788,0
9789,0
9790,0
9791,1
9792,0
9793,0
9794,0
9795,0
9796,2
9797,0
9798,7
9799,0
9800,4
9801,0
9802,8
9803,0
9804,0
9805,0
9806,0
9807,0
9808,0
9809,0
9810,0
9811,0
9812,0
9813,0
9814,7
9815,9
9816,0
9817,0
9818,0
9819,0
9820,8
9821,0
9822,4
9823,0
9824,0
9825,8
9826,8
9827,0
9828,0
9829,8
9830,0
9831,0
9832,5
9833,0
9834,0
9835,7
9836,0
9837,0
9838,4
9839,0
9840,4
9841,0
9842,0
9843,0
9844,0
9845,7
9846,7
9847,1
9848,7
9849,0
9850,0
9851,0
9852,0
9853,0
9854,0
9855,0
9856,0
9857,0
9858,1
9859,0
9860,0
9861,4
9862,0
9863,0
9864,0
9865,0
9866,0
9867,0
9868,1
9869,0
9870,0
9871,7
9872,0
9873,9
9874,0
9875,0
9876,7
9877,0
9878,0
9879,7
9880,4
9881,8
9882,0
9883,0
9884,0
9885,0
9886,0
9887,8
9888,0
9889,0
9890,0
9891,0
9892,9
9893,7
9894,4
9895,0
9896,0
9897,0
9898,0
9899,0
9900,8
9901,0
9902,0
9903,7
9904,0
9905,9
9906,7
9907,9
9908,7
9909,0
9910,7
9911,0
9912,8
9913,0
9914,0
9915,8
9916,0
9917,0
9918,0
9919,0
9920,0
9921,1
9922,0
9923,7
9924,0
9925,4
9926,0
9927,0
9928,0
9929,8
9930,5
9931,0
9932,3
9933,0
9934,0
9935,9
9936,0
9937,0
9938,2
9939,0
9940,7
9941,0
9942,0
9943,8
9944,0
9945,0
9946,0
9947,0
9948,7
9949,8
9950,0
9951,0
9952,0
9953,7
9954,0
9955,0
9956,0
9957,7
9958,4
9959,0
9960,2
9961,0
9962,0
9963,7
9964,8
9965,7
9966,8
9967,0
9968,7
9969,5
9970,0
9971,0
9972,0
9973,0
9974,0
9975,0
9976,9
9977,0
9978,0
9979,0
9980,0
9981,0
9982,1
9983,0
9984,3
9985,0
9986,0
9987,0
9988,0
9989,4
9990,4
9991,0
9992,0
9993,0
9994,0
9995,1
9996,0
9997,0
9998,0
9999,0
10000,7
10001,0
10002,0
10003,8
10004,0
10005,0
10006,0
10007,0
10008,0
10009,4
10010,0
10011,0
10012,1
10013,0
10014,0
10015,3
10016,0
10017,0
10018,0
10019,0
10020,8
10021,0
10022,0
10023,8
10024,1
10025,1
10026,7
10027,1
10028,0
10029,0
10030,0
10031,0
10032,0
10033,0
10034,0
10035,0
10036,7
10037,0
10038,0
10039,0
10040,0
10041,1
10042,0
10043,0
10044,0
10045,0
10046,4
10047,0
10048,0
10049,2
10050,1
10051,0
10052,2
10053,7
10054,0
10055,0
10056,0
10057,0
10058,0
10059,0
10060,0
10061,0
10062,8
10063,0
10064,0
10065,0
10066,3
10067,4
10068,0
10069,0
10070,0
10071,0
10072,8
10073,8
10074,4
10075,0
10076,0
10077,0
10078,7
10079,0
10080,0
10081,0
10082,4
10083,0
10084,0
10085,0
10086,0
10087,9
10088,3
10089,8
10090,2
10091,8
10092,4
10093,1
10094,0
10095,7
10096,1
10097,0
10098,0
10099,0
10100,0
10101,0
10102,0
10103,4
10104,7
10105,0
10106,4
10107,0
10108,1
10109,4
10110,3
10111,0
10112,2
10113,4
10114,0
10115,5
10116,9
10117,7
10118,1
10119,7
10120,0
10121,0
10122,0
10123,0
10124,7
10125,0
10126,8
10127,0
10128,0
10129,0
10130,0
10131,0
10132,0
10133,0
10134,0
10135,3
10136,0
10137,0
10138,0
10139,8
10140,0
10141,0
10142,0
10143,0
10144,0
10145,3
10146,0
10147,8
10148,0
10149,0
10150,0
10151,0
10152,0
10153,8
10154,0
10155,0
10156,6
10157,0
10158,0
10159,0
10160,0
10161,0
10162,7
10163,0
10164,0
10165,0
10166,0
10167,4
10168,3
10169,4
10170,4
10171,0
10172,2
10173,2
10174,0
10175,0
10176,7
10177,0
10178,8
10179,0
10180,7
10181,4
10182,0
10183,0
10184,0
10185,0
10186,0
10187,0
10188,0
10189,4
10190,0
10191,1
10192,0
10193,0
10194,7
10195,0
10196,0
10197,0
10198,4
10199,0
10200,0
10201,0
10202,0
10203,5
10204,0
10205,0
10206,0
10207,8
10208,0
10209,4
10210,0
10211,9
10212,0
10213,0
10214,1
10215,0
10216,0
10217,8
10218,0
10219,0
10220,0
10221,1
10222,0
10223,5
10224,0
10225,0
10226,0
10227,4
10228,0
10229,0
10230,0
10231,0
10232,0
10233,0
10234,0
10235,0
10236,0
10237,1
10238,0
10239,0
10240,3
10241,0
10242,0
10243,2
10244,0
10245,0
10246,0
10247,0
10248,0
10249,7
10250,1
10251,0
10252,0
10253,0
10254,0
10255,0
10256,0
10257,1
10258,0
10259,2
10260,7
10261,1
10262,0
10263,1
10264,8
10265,8
10266,0
10267,7
10268,0
10269,0
10270,4
10271,0
10272,8
10273,7
10274,7
10275,7
10276,4
10277,0
10278,0
10279,0
10280,0
10281,0
10282,0
10283,1
10284,0
10285,0
10286,0
10287,0
10288,4
10289,8
10290,1
10291,0
10292,0
10293,4
10294,0
10295,0
10296,2
10297,0
10298,0
10299,2
10300,0
10301,0
10302,7
10303,3
10304,0
10305,4
10306,4
10307,0
10308,1
10309,4
10310,0
10311,0
10312,1
10313,0
10314,0
10315,0
10316,0
10317,0
10318,8
10319,0
10320,0
10321,0
10322,1
10323,0
10324,0
10325,7
10326,0
10327,0
10328,0
10329,3
10330,1
10331,0
10332,7
10333,0
10334,4
10335,0
10336,0
10337,0
10338,0
10339,0
10340,7
10341,0
10342,1
10343,1
10344,3
10345,0
10346,4
10347,0
10348,1
10349,7
10350,7
10351,7
10352,8
10353,8
10354,0
10355,0
10356,0
10357,0
10358,4
10359,0
10360,0
10361,7
10362,2
10363,0
10364,0
10365,4
10366,0
10367,0
10368,4
10369,2
10370,0
10371,0
10372,0
10373,4
10374,0
10375,8
10376,0
10377,0
10378,0
10379,0
10380,0
10381,0
10382,0
10383,0
10384,8
10385,0
10386,0
10387,7
10388,0
10389,0
10390,0
10391,0
10392,0
10393,0
10394,0
10395,7
10396,8
10397,0
10398,0
10399,0
10400,0
10401,8
10402,0
10403,9
10404,0
10405,1
10406,0
10407,8
10408,7
10409,0
10410,7
10411,0
10412,0
10413,9
10414,0
10415,7
10416,4
10417,0
10418,8
10419,1
10420,0
10421,7
10422,0
10423,0
10424,0
10425,7
10426,1
10427,0
10428,7
10429,0
10430,0
10431,0
10432,0
10433,0
10434,8
10435,0
10436,7
10437,0
10438,0
10439,0
10440,9
10441,1
10442,0
10443,4
10444,2
10445,4
10446,0
10447,0
10448,1
10449,0
10450,0
10451,0
10452,8
10453,2
10454,0
10455,0
10456,0
10457,0
10458,0
10459,0
10460,0
10461,0
10462,0
10463,0
10464,0
10465,0
10466,0
10467,8
10468,7
10469,4
10470,0
10471,7
10472,0
10473,0
10474,0
10475,0
10476,0
10477,0
10478,0
10479,0
10480,0
10481,0
10482,0
10483,4
10484,0
10485,0
10486,0
10487,0
10488,0
10489,0
10490,0
10491,0
10492,0
10493,0
10494,0
10495,4
10496,7
10497,3
10498,0
10499,0
10500,0
10501,7
10502,0
10503,4
10504,0
10505,0
10506,0
10507,0
10508,0
10509,0
10510,0
10511,0
10512,0
10513,7
10514,8
10515,0
10516,3
10517,0
10518,8
10519,0
10520,8
10521,0
10522,0
10523,0
10524,0
10525,0
10526,0
10527,0
10528,1
10529,0
10530,0
10531,4
10532,0
10533,0
10534,4
10535,0
10536,0
10537,8
10538,8
10539,0
10540,0
10541,0
10542,0
10543,0
10544,0
10545,0
10546,9
10547,0
10548,0
10549,7
10550,0
10551,0
10552,0
10553,8
10554,0
10555,0
10556,8
10557,2
10558,8
10559,8
10560,8
10561,7
10562,2
10563,9
10564,7
10565,4
10566,1
10567,0
10568,0
10569,1
10570,0
10571,0
10572,0
10573,0
10574,0
10575,0
10576,0
10577,4
10578,0
10579,0
10580,7
10581,0
10582,0
10583,0
10584,0
10585,0
10586,0
10587,0
10588,0
10589,0
10590,8
10591,0
10592,8
10593,0
10594,0
10595,0
10596,0
10597,3
10598,0
10599,0
10600,0
10601,0
10602,0
10603,7
10604,0
10605,0
10606,0
10607,0
10608,4
10609,0
10610,0
10611,0
10612,9
10613,0
10614,0
10615,2
10616,8
10617,0
10618,7
10619,0
10620,0
10621,0
10622,7
10623,0
10624,5
10625,0
10626,1
10627,0
10628,0
10629,0
10630,0
10631,0
10632,0
10633,3
10634,7
10635,7
10636,0
10637,0
10638,8
10639,7
10640,0
10641,0
10642,9
10643,0
10644,0
10645,0
10646,0
10647,0
10648,0
10649,0
10650,0
10651,0
10652,0
10653,9
10654,0
10655,0
10656,7
10657,7
10658,9
10659,7
10660,0
10661,0
10662,0
10663,0
10664,4
10665,0
10666,7
10667,0
10668,1
10669,0
10670,4
10671,8
10672,7
10673,0
10674,0
10675,0
10676,0
10677,4
10678,0
10679,1
10680,0
10681,0
10682,0
10683,0
10684,7
10685,0
10686,0
10687,0
10688,0
10689,2
10690,0
10691,0
10692,2
10693,8
10694,0
10695,0
10696,0
10697,2
10698,0
10699,0
10700,8
10701,0
10702,1
10703,0
10704,0
10705,1
10706,1
10707,0
10708,6
10709,0
10710,0
10711,0
10712,0
10713,9
10714,0
10715,0
10716,0
10717,2
10718,0
10719,0
10720,0
10721,0
10722,4
10723,0
10724,0
10725,0
10726,7
10727,0
10728,0
10729,0
10730,4
10731,4
10732,7
10733,0
10734,0
10735,0
10736,0
10737,0
10738,0
10739,0
10740,0
10741,0
10742,7
10743,0
10744,0
10745,4
10746,0
10747,0
10748,1
10749,0
10750,0
10751,0
10752,0
10753,1
10754,0
10755,0
10756,0
10757,8
10758,1
10759,0
10760,0
10761,7
10762,8
10763,0
10764,0
10765,0
10766,0
10767,8
10768,7
10769,0
10770,0
10771,4
10772,9
10773,0
10774,7
10775,0
10776,0
10777,0
10778,0
10779,0
10780,0
10781,0
10782,7
10783,0
10784,0
10785,0
10786,0
10787,0
10788,2
10789,8
10790,0
10791,0
10792,0
10793,4
10794,9
10795,0
10796,0
10797,0
10798,0
10799,0
10800,8
10801,7
10802,4
10803,0
10804,0
10805,0
10806,0
10807,0
10808,0
10809,0
10810,0
10811,0
10812,0
10813,0
10814,0
10815,5
10816,0
10817,9
10818,0
10819,0
10820,0
10821,0
10822,1
10823,0
10824,3
10825,0
10826,7
10827,0
10828,0
10829,0
10830,4
10831,0
10832,0
10833,0
10834,3
10835,0
10836,2
10837,0
10838,0
10839,7
10840,0
10841,0
10842,0
10843,4
10844,7
10845,1
10846,0
10847,0
10848,0
10849,8
10850,7
10851,9
10852,0
10853,0
10854,8
10855,0
10856,0
10857,0
10858,0
10859,0
10860,8
10861,0
10862,0
10863,0
10864,0
